iso2,year,new_sp,cases,sex,age
LV,2000,637.0,124.0,m,3544
LV,2001,661.0,138.0,m,3544
LV,2002,636.0,123.0,m,3544
LV,2003,641.0,141.0,m,3544
LV,2004,582.0,119.0,m,3544
LV,2005,536.0,104.0,m,3544
LV,2006,498.0,82.0,m,3544
LV,2007,478.0,93.0,m,3544
LV,2008,400.0,71.0,m,3544
LY,1980,,,m,3544
LY,1981,,,m,3544
LY,1982,,,m,3544
LY,1983,,,m,3544
LY,1984,,,m,3544
LY,1985,,,m,3544
LY,1986,,,m,3544
LY,1987,,,m,3544
LY,1988,,,m,3544
LY,1989,,,m,3544
LY,1990,,,m,3544
LY,1991,,,m,3544
LY,1992,,,m,3544
LY,1994,,,m,3544
LY,1995,,78.0,m,3544
LY,1996,515.0,82.0,m,3544
LY,1998,,,m,3544
LY,1999,803.0,115.0,m,3544
LY,2000,607.0,86.0,m,3544
LY,2002,722.0,,m,3544
LY,2003,764.0,142.0,m,3544
LY,2004,872.0,173.0,m,3544
LY,2005,860.0,168.0,m,3544
LY,2006,745.0,150.0,m,3544
LY,2007,772.0,78.0,m,3544
LY,2008,871.0,162.0,m,3544
MA,1980,,,m,3544
MA,1981,,,m,3544
MA,1982,,,m,3544
MA,1983,,,m,3544
MA,1984,,,m,3544
MA,1985,,,m,3544
MA,1986,,,m,3544
MA,1987,,,m,3544
MA,1988,,,m,3544
MA,1989,,,m,3544
MA,1990,,,m,3544
MA,1991,,,m,3544
MA,1992,,,m,3544
MA,1993,,,m,3544
MA,1994,,,m,3544
MA,1995,14171.0,1737.0,m,3544
MA,1996,14278.0,1721.0,m,3544
MA,1997,14134.0,1659.0,m,3544
MA,1998,13426.0,1744.0,m,3544
MA,1999,13420.0,1641.0,m,3544
MA,2000,12872.0,1705.0,m,3544
MA,2001,12804.0,1731.0,m,3544
MA,2002,12914.0,1647.0,m,3544
MA,2003,12842.0,1667.0,m,3544
MA,2004,12280.0,1676.0,m,3544
MA,2005,12757.0,1583.0,m,3544
MA,2006,12280.0,1498.0,m,3544
MA,2007,11937.0,1545.0,m,3544
MA,2008,11825.0,1514.0,m,3544
MC,1980,,,m,3544
MC,1981,,,m,3544
MC,1982,,,m,3544
MC,1983,,,m,3544
MC,1984,,,m,3544
MC,1985,,,m,3544
MC,1986,,,m,3544
MC,1987,,,m,3544
MC,1988,,,m,3544
MC,1989,,,m,3544
MC,1990,,,m,3544
MC,1991,,,m,3544
MC,1992,,,m,3544
MC,1994,,,m,3544
MC,1995,,,m,3544
MC,1996,0.0,,m,3544
MC,1997,0.0,,m,3544
MC,1998,0.0,,m,3544
MC,1999,2.0,0.0,m,3544
MC,2000,0.0,,m,3544
MC,2001,0.0,,m,3544
MC,2002,0.0,,m,3544
MC,2006,,,m,3544
MC,2007,,,m,3544
MC,2008,,,m,3544
MD,1980,,,m,3544
MD,1981,,,m,3544
MD,1982,,,m,3544
MD,1983,,,m,3544
MD,1984,,,m,3544
MD,1985,,,m,3544
MD,1986,,,m,3544
MD,1987,,,m,3544
MD,1988,,,m,3544
MD,1989,,,m,3544
MD,1990,,,m,3544
MD,1991,,,m,3544
MD,1992,,,m,3544
MD,1993,615.0,,m,3544
MD,1994,704.0,,m,3544
MD,1995,665.0,166.0,m,3544
MD,1996,219.0,55.0,m,3544
MD,1997,397.0,86.0,m,3544
MD,1998,477.0,116.0,m,3544
MD,1999,609.0,144.0,m,3544
MD,2000,651.0,36.0,m,3544
MD,2001,1060.0,230.0,m,3544
MD,2002,1146.0,237.0,m,3544
MD,2003,1214.0,252.0,m,3544
MD,2004,1536.0,284.0,m,3544
MD,2005,1696.0,345.0,m,3544
MD,2006,1679.0,349.0,m,3544
MD,2007,1610.0,343.0,m,3544
MD,2008,1533.0,314.0,m,3544
ME,2005,64.0,7.0,m,3544
ME,2006,58.0,7.0,m,3544
ME,2007,41.0,3.0,m,3544
ME,2008,65.0,10.0,m,3544
MG,1980,,,m,3544
MG,1981,,,m,3544
MG,1982,,,m,3544
MG,1983,,,m,3544
MG,1984,,,m,3544
MG,1985,,,m,3544
MG,1986,,,m,3544
MG,1987,,,m,3544
MG,1988,,,m,3544
MG,1989,,,m,3544
MG,1990,,,m,3544
MG,1991,,,m,3544
MG,1992,,,m,3544
MG,1993,6881.0,,m,3544
MG,1994,7366.0,,m,3544
MG,1995,8026.0,1173.0,m,3544
MG,1996,8456.0,1271.0,m,3544
MG,1997,,,m,3544
MG,1998,9639.0,1420.0,m,3544
MG,2000,,,m,3544
MG,2001,11092.0,1625.0,m,3544
MG,2002,11387.0,1563.0,m,3544
MG,2003,12881.0,1839.0,m,3544
MG,2004,13526.0,1482.0,m,3544
MG,2005,13056.0,1732.0,m,3544
MG,2006,15613.0,2220.0,m,3544
MG,2007,15344.0,2097.0,m,3544
MG,2008,15391.0,2113.0,m,3544
MH,1980,,,m,3544
MH,1981,,,m,3544
MH,1982,,,m,3544
MH,1983,,,m,3544
MH,1984,,,m,3544
MH,1985,,,m,3544
MH,1986,,,m,3544
MH,1987,,,m,3544
MH,1988,,,m,3544
MH,1989,,,m,3544
MH,1991,,,m,3544
MH,1992,,,m,3544
MH,1993,12.0,,m,3544
MH,1995,,,m,3544
MH,1996,12.0,3.0,m,3544
MH,1998,11.0,1.0,m,3544
MH,1999,17.0,4.0,m,3544
MH,2000,11.0,1.0,m,3544
MH,2001,15.0,2.0,m,3544
MH,2002,18.0,1.0,m,3544
MH,2003,20.0,7.0,m,3544
MH,2004,39.0,3.0,m,3544
MH,2005,48.0,5.0,m,3544
MH,2006,45.0,4.0,m,3544
MH,2007,19.0,2.0,m,3544
MH,2008,28.0,2.0,m,3544
MK,1992,,,m,3544
MK,1993,,,m,3544
MK,1994,,,m,3544
MK,1995,319.0,45.0,m,3544
MK,1996,209.0,35.0,m,3544
MK,1997,192.0,25.0,m,3544
MK,1998,179.0,56.0,m,3544
MK,1999,122.0,19.0,m,3544
MK,2000,167.0,20.0,m,3544
MK,2001,164.0,17.0,m,3544
MK,2002,200.0,28.0,m,3544
MK,2003,200.0,35.0,m,3544
MK,2004,200.0,19.0,m,3544
MK,2005,178.0,23.0,m,3544
MK,2006,178.0,25.0,m,3544
MK,2007,200.0,27.0,m,3544
MK,2008,188.0,13.0,m,3544
ML,1980,,,m,3544
ML,1981,,,m,3544
ML,1982,,,m,3544
ML,1983,,,m,3544
ML,1984,,,m,3544
ML,1985,,,m,3544
ML,1986,,,m,3544
ML,1987,,,m,3544
ML,1988,,,m,3544
ML,1989,,,m,3544
ML,1990,,,m,3544
ML,1991,,,m,3544
ML,1992,,,m,3544
ML,1993,,,m,3544
ML,1994,1740.0,,m,3544
ML,1995,1866.0,294.0,m,3544
ML,1996,2173.0,364.0,m,3544
ML,1997,3178.0,493.0,m,3544
ML,1998,2558.0,428.0,m,3544
ML,1999,2690.0,429.0,m,3544
ML,2000,2527.0,396.0,m,3544
ML,2001,,,m,3544
ML,2002,2757.0,447.0,m,3544
ML,2003,3015.0,438.0,m,3544
ML,2004,3069.0,473.0,m,3544
ML,2005,3523.0,539.0,m,3544
ML,2006,3802.0,550.0,m,3544
ML,2007,3894.0,570.0,m,3544
ML,2008,4734.0,640.0,m,3544
MM,1980,,,m,3544
MM,1981,,,m,3544
MM,1982,,,m,3544
MM,1983,,,m,3544
MM,1984,,,m,3544
MM,1985,,,m,3544
MM,1986,,,m,3544
MM,1987,,,m,3544
MM,1988,,,m,3544
MM,1989,,,m,3544
MM,1990,,,m,3544
MM,1991,,,m,3544
MM,1992,,,m,3544
MM,1993,,,m,3544
MM,1994,946.0,,m,3544
MM,1995,8681.0,1401.0,m,3544
MM,1996,9716.0,1535.0,m,3544
MM,1997,9695.0,1405.0,m,3544
MM,1998,10089.0,1584.0,m,3544
MM,1999,11458.0,1805.0,m,3544
MM,2000,17254.0,2781.0,m,3544
MM,2001,21161.0,3353.0,m,3544
MM,2002,24162.0,4016.0,m,3544
MM,2003,27448.0,4427.0,m,3544
MM,2004,31408.0,4966.0,m,3544
MM,2005,36541.0,5888.0,m,3544
MM,2006,40241.0,6536.0,m,3544
MM,2007,42588.0,6826.0,m,3544
MM,2008,41248.0,6396.0,m,3544
MN,1980,0.0,,m,3544
MN,1981,,,m,3544
MN,1982,0.0,,m,3544
MN,1983,0.0,,m,3544
MN,1984,0.0,,m,3544
MN,1985,0.0,,m,3544
MN,1986,0.0,,m,3544
MN,1987,0.0,,m,3544
MN,1988,0.0,,m,3544
MN,1989,0.0,,m,3544
MN,1990,0.0,,m,3544
MN,1991,,,m,3544
MN,1992,0.0,,m,3544
MN,1993,0.0,,m,3544
MN,1994,145.0,25.0,m,3544
MN,1995,455.0,68.0,m,3544
MN,1996,769.0,91.0,m,3544
MN,1997,1171.0,204.0,m,3544
MN,1998,1356.0,158.0,m,3544
MN,1999,1513.0,178.0,m,3544
MN,2000,1389.0,171.0,m,3544
MN,2001,1631.0,179.0,m,3544
MN,2002,1670.0,184.0,m,3544
MN,2003,1541.0,171.0,m,3544
MN,2004,1808.0,229.0,m,3544
MN,2005,1868.0,232.0,m,3544
MN,2006,2129.0,241.0,m,3544
MN,2007,1856.0,232.0,m,3544
MN,2008,1838.0,235.0,m,3544
MO,1980,,,m,3544
MO,1981,,,m,3544
MO,1982,,,m,3544
MO,1983,,,m,3544
MO,1984,,,m,3544
MO,1985,,,m,3544
MO,1986,,,m,3544
MO,1987,,,m,3544
MO,1988,,,m,3544
MO,1989,,,m,3544
MO,1990,,,m,3544
MO,1991,,,m,3544
MO,1992,,,m,3544
MO,1993,108.0,,m,3544
MO,1994,,,m,3544
MO,1995,141.0,20.0,m,3544
MO,1996,258.0,34.0,m,3544
MO,1997,325.0,47.0,m,3544
MO,1998,276.0,42.0,m,3544
MO,1999,,,m,3544
MO,2000,160.0,25.0,m,3544
MO,2001,157.0,26.0,m,3544
MO,2002,147.0,21.0,m,3544
MO,2003,138.0,16.0,m,3544
MO,2004,128.0,18.0,m,3544
MO,2005,136.0,21.0,m,3544
MO,2006,144.0,17.0,m,3544
MO,2007,138.0,14.0,m,3544
MO,2008,139.0,10.0,m,3544
MP,1981,,,m,3544
MP,1982,,,m,3544
MP,1983,,,m,3544
MP,1984,,,m,3544
MP,1985,,,m,3544
MP,1986,,,m,3544
MP,1987,,,m,3544
MP,1988,,,m,3544
MP,1989,,,m,3544
MP,1990,,,m,3544
MP,1992,,,m,3544
MP,1994,,,m,3544
MP,1995,14.0,5.0,m,3544
MP,1996,26.0,5.0,m,3544
MP,1997,21.0,,m,3544
MP,1998,26.0,3.0,m,3544
MP,1999,15.0,,m,3544
MP,2000,27.0,9.0,m,3544
MP,2001,19.0,0.0,m,3544
MP,2002,21.0,7.0,m,3544
MP,2003,16.0,2.0,m,3544
MP,2004,14.0,2.0,m,3544
MP,2005,15.0,3.0,m,3544
MP,2006,15.0,3.0,m,3544
MP,2007,14.0,3.0,m,3544
MP,2008,13.0,1.0,m,3544
MR,1980,,,m,3544
MR,1981,,,m,3544
MR,1982,,,m,3544
MR,1983,,,m,3544
MR,1984,,,m,3544
MR,1985,,,m,3544
MR,1986,,,m,3544
MR,1987,,,m,3544
MR,1988,,,m,3544
MR,1989,,,m,3544
MR,1990,,,m,3544
MR,1991,,,m,3544
MR,1992,,,m,3544
MR,1993,,,m,3544
MR,1995,2074.0,,m,3544
MR,1996,,,m,3544
MR,1997,2519.0,341.0,m,3544
MR,1998,1172.0,,m,3544
MR,1999,2051.0,262.0,m,3544
MR,2000,1583.0,,m,3544
MR,2003,,,m,3544
MR,2004,1662.0,235.0,m,3544
MR,2005,1155.0,,m,3544
MR,2006,1486.0,203.0,m,3544
MR,2007,1714.0,261.0,m,3544
MR,2008,1605.0,249.0,m,3544
MS,1980,,,m,3544
MS,1981,,,m,3544
MS,1982,,,m,3544
MS,1983,,,m,3544
MS,1984,,,m,3544
MS,1985,,,m,3544
MS,1986,,,m,3544
MS,1987,,,m,3544
MS,1988,,,m,3544
MS,1989,,,m,3544
MS,1990,,,m,3544
MS,1991,,,m,3544
MS,1992,,,m,3544
MS,1994,0.0,,m,3544
MS,1998,1.0,,m,3544
MS,1999,2.0,,m,3544
MS,2000,0.0,,m,3544
MS,2001,0.0,,m,3544
MS,2002,0.0,,m,3544
MS,2003,1.0,0.0,m,3544
MS,2004,0.0,0.0,m,3544
MS,2005,1.0,,m,3544
MS,2006,0.0,,m,3544
MS,2007,1.0,,m,3544
MS,2008,,,m,3544
MT,1980,,,m,3544
MT,1981,,,m,3544
MT,1982,,,m,3544
MT,1983,,,m,3544
MT,1984,,,m,3544
MT,1985,,,m,3544
MT,1986,,,m,3544
MT,1987,,,m,3544
MT,1988,,,m,3544
MT,1989,,,m,3544
MT,1990,,,m,3544
MT,1991,,,m,3544
MT,1992,,,m,3544
MT,1993,13.0,,m,3544
MT,1994,6.0,,m,3544
MT,1995,5.0,1.0,m,3544
MT,1996,5.0,0.0,m,3544
MT,1997,3.0,0.0,m,3544
MT,1998,6.0,0.0,m,3544
MT,1999,9.0,0.0,m,3544
MT,2000,5.0,1.0,m,3544
MT,2001,3.0,,m,3544
MT,2002,5.0,1.0,m,3544
MT,2003,2.0,0.0,m,3544
MT,2004,2.0,0.0,m,3544
MT,2005,5.0,1.0,m,3544
MT,2006,4.0,2.0,m,3544
MT,2007,8.0,0.0,m,3544
MT,2008,15.0,2.0,m,3544
MU,1980,,,m,3544
MU,1981,,,m,3544
MU,1982,,,m,3544
MU,1983,,,m,3544
MU,1984,,,m,3544
MU,1985,,,m,3544
MU,1986,,,m,3544
MU,1987,,,m,3544
MU,1988,,,m,3544
MU,1989,,,m,3544
MU,1990,,,m,3544
MU,1991,,,m,3544
MU,1992,,,m,3544
MU,1993,,,m,3544
MU,1994,,,m,3544
MU,1995,113.0,22.0,m,3544
MU,1996,99.0,,m,3544
MU,1997,112.0,,m,3544
MU,1998,109.0,21.0,m,3544
MU,1999,122.0,15.0,m,3544
MU,2000,115.0,18.0,m,3544
MU,2001,85.0,,m,3544
MU,2002,86.0,21.0,m,3544
MU,2003,99.0,10.0,m,3544
MU,2004,117.0,24.0,m,3544
MU,2005,110.0,21.0,m,3544
MU,2006,85.0,22.0,m,3544
MU,2007,86.0,12.0,m,3544
MU,2008,85.0,14.0,m,3544
MV,1980,,,m,3544
MV,1981,,,m,3544
MV,1982,,,m,3544
MV,1983,,,m,3544
MV,1984,,,m,3544
MV,1985,,,m,3544
MV,1986,,,m,3544
MV,1987,,,m,3544
MV,1988,,,m,3544
MV,1989,,,m,3544
MV,1990,,,m,3544
MV,1991,,,m,3544
MV,1992,,,m,3544
MV,1993,126.0,,m,3544
MV,1994,125.0,,m,3544
MV,1995,114.0,10.0,m,3544
MV,1996,106.0,3.0,m,3544
MV,1997,95.0,2.0,m,3544
MV,1998,88.0,8.0,m,3544
MV,1999,88.0,9.0,m,3544
MV,2000,65.0,2.0,m,3544
MV,2001,59.0,3.0,m,3544
MV,2002,60.0,0.0,m,3544
MV,2003,68.0,4.0,m,3544
MV,2004,66.0,3.0,m,3544
MV,2005,66.0,5.0,m,3544
MV,2006,53.0,3.0,m,3544
MV,2007,59.0,6.0,m,3544
MV,2008,53.0,3.0,m,3544
MW,1980,,,m,3544
MW,1981,,,m,3544
MW,1982,,,m,3544
MW,1983,,,m,3544
MW,1984,,,m,3544
MW,1985,2277.0,,m,3544
MW,1986,2874.0,,m,3544
MW,1987,3269.0,,m,3544
MW,1988,3166.0,,m,3544
MW,1989,3546.0,,m,3544
MW,1990,4301.0,,m,3544
MW,1991,4059.0,,m,3544
MW,1992,4630.0,,m,3544
MW,1993,5692.0,,m,3544
MW,1994,5988.0,,m,3544
MW,1995,6285.0,833.0,m,3544
MW,1996,6703.0,937.0,m,3544
MW,1997,7587.0,995.0,m,3544
MW,1998,8765.0,1158.0,m,3544
MW,1999,8132.0,1083.0,m,3544
MW,2000,8260.0,1113.0,m,3544
MW,2001,8309.0,1025.0,m,3544
MW,2002,7703.0,,m,3544
MW,2003,7716.0,936.0,m,3544
MW,2004,8566.0,1081.0,m,3544
MW,2005,8443.0,1031.0,m,3544
MW,2006,8166.0,1054.0,m,3544
MW,2007,7608.0,954.0,m,3544
MW,2008,7627.0,982.0,m,3544
MX,1980,,,m,3544
MX,1981,,,m,3544
MX,1982,,,m,3544
MX,1983,,,m,3544
MX,1984,,,m,3544
MX,1985,,,m,3544
MX,1986,,,m,3544
MX,1987,,,m,3544
MX,1988,,,m,3544
MX,1989,,,m,3544
MX,1990,,,m,3544
MX,1991,,,m,3544
MX,1992,,,m,3544
MX,1993,8164.0,,m,3544
MX,1994,9726.0,,m,3544
MX,1995,9220.0,,m,3544
MX,1996,8495.0,940.0,m,3544
MX,1997,15440.0,,m,3544
MX,1998,11473.0,1200.0,m,3544
MX,1999,11968.0,1093.0,m,3544
MX,2000,11676.0,1162.0,m,3544
MX,2001,15103.0,1683.0,m,3544
MX,2002,11555.0,1301.0,m,3544
MX,2003,12933.0,1417.0,m,3544
MX,2004,11214.0,1181.0,m,3544
MX,2005,11997.0,1314.0,m,3544
MX,2006,11874.0,1333.0,m,3544
MX,2007,11531.0,1286.0,m,3544
MX,2008,11903.0,1314.0,m,3544
MY,1980,,,m,3544
MY,1981,,,m,3544
MY,1982,,,m,3544
MY,1983,,,m,3544
MY,1984,,,m,3544
MY,1985,,,m,3544
MY,1986,,,m,3544
MY,1987,,,m,3544
MY,1988,,,m,3544
MY,1989,,,m,3544
MY,1990,,,m,3544
MY,1991,,,m,3544
MY,1992,,,m,3544
MY,1993,6954.0,,m,3544
MY,1994,6861.0,,m,3544
MY,1995,6688.0,775.0,m,3544
MY,1996,7271.0,894.0,m,3544
MY,1997,7496.0,961.0,m,3544
MY,1998,7802.0,1050.0,m,3544
MY,1999,8207.0,1152.0,m,3544
MY,2000,8156.0,1177.0,m,3544
MY,2001,8309.0,1221.0,m,3544
MY,2002,7958.0,1182.0,m,3544
MY,2003,7989.0,2073.0,m,3544
MY,2004,7843.0,2189.0,m,3544
MY,2005,8446.0,2277.0,m,3544
MY,2006,9414.0,734.0,m,3544
MY,2007,9578.0,2082.0,m,3544
MY,2008,10441.0,2318.0,m,3544
MZ,1980,,,m,3544
MZ,1981,,,m,3544
MZ,1982,,,m,3544
MZ,1983,,,m,3544
MZ,1984,,,m,3544
MZ,1985,,,m,3544
MZ,1986,,,m,3544
MZ,1987,,,m,3544
MZ,1988,,,m,3544
MZ,1989,,,m,3544
MZ,1990,,,m,3544
MZ,1991,,,m,3544
MZ,1992,,,m,3544
MZ,1993,9526.0,,m,3544
MZ,1994,9677.0,,m,3544
MZ,1995,10566.0,1338.0,m,3544
MZ,1996,10478.0,1367.0,m,3544
MZ,1997,11116.0,1439.0,m,3544
MZ,1998,12116.0,,m,3544
MZ,1999,12825.0,,m,3544
MZ,2000,13257.0,,m,3544
MZ,2001,13967.0,,m,3544
MZ,2002,15236.0,,m,3544
MZ,2003,16138.0,,m,3544
MZ,2004,17058.0,,m,3544
MZ,2005,17877.0,,m,3544
MZ,2006,18275.0,,m,3544
MZ,2007,18214.0,,m,3544
MZ,2008,18824.0,,m,3544
,1985,,,m,3544
,1986,,,m,3544
,1987,,,m,3544
,1988,,,m,3544
,1989,,,m,3544
,1990,,,m,3544
,1991,,,m,3544
,1992,,,m,3544
,1993,,,m,3544
,1995,697.0,113.0,m,3544
,1996,2849.0,472.0,m,3544
,1997,3220.0,479.0,m,3544
,1998,3598.0,541.0,m,3544
,1999,3760.0,613.0,m,3544
,2000,4012.0,665.0,m,3544
,2001,4535.0,732.0,m,3544
,2002,4689.0,750.0,m,3544
,2003,5487.0,838.0,m,3544
,2004,5155.0,866.0,m,3544
,2005,5222.0,874.0,m,3544
,2006,5356.0,799.0,m,3544
,2007,5091.0,786.0,m,3544
,2008,4828.0,757.0,m,3544
NC,1980,,,m,3544
NC,1981,,,m,3544
NC,1982,,,m,3544
NC,1983,,,m,3544
NC,1984,,,m,3544
NC,1985,,,m,3544
NC,1986,,,m,3544
NC,1987,,,m,3544
NC,1988,,,m,3544
NC,1989,,,m,3544
NC,1990,,,m,3544
NC,1991,,,m,3544
NC,1992,,,m,3544
NC,1993,16.0,,m,3544
NC,1994,28.0,,m,3544
NC,1995,21.0,4.0,m,3544
NC,1996,26.0,3.0,m,3544
NC,1997,24.0,,m,3544
NC,1998,26.0,,m,3544
NC,1999,22.0,1.0,m,3544
NC,2000,20.0,4.0,m,3544
NC,2001,19.0,1.0,m,3544
NC,2002,21.0,1.0,m,3544
NC,2003,12.0,1.0,m,3544
NC,2004,15.0,3.0,m,3544
NC,2005,16.0,0.0,m,3544
NC,2006,9.0,1.0,m,3544
NC,2007,12.0,2.0,m,3544
NC,2008,9.0,0.0,m,3544
NE,1980,,,m,3544
NE,1981,,,m,3544
NE,1982,,,m,3544
NE,1983,,,m,3544
NE,1984,,,m,3544
NE,1985,,,m,3544
NE,1986,,,m,3544
NE,1987,,,m,3544
NE,1988,,,m,3544
NE,1989,,,m,3544
NE,1990,,,m,3544
NE,1993,463.0,,m,3544
NE,1994,1865.0,,m,3544
NE,1995,1492.0,,m,3544
NE,1996,,,m,3544
NE,1997,3452.0,215.0,m,3544
NE,1998,3195.0,399.0,m,3544
NE,1999,2631.0,,m,3544
NE,2000,3045.0,441.0,m,3544
NE,2001,3476.0,,m,3544
NE,2002,3495.0,,m,3544
NE,2003,4505.0,779.0,m,3544
NE,2004,4311.0,,m,3544
NE,2005,5050.0,819.0,m,3544
NE,2006,5279.0,909.0,m,3544
NE,2007,5773.0,958.0,m,3544
NE,2008,5853.0,852.0,m,3544
NG,1980,,,m,3544
NG,1981,,,m,3544
NG,1982,,,m,3544
NG,1983,,,m,3544
NG,1984,,,m,3544
NG,1985,,,m,3544
NG,1986,,,m,3544
NG,1987,,,m,3544
NG,1988,,,m,3544
NG,1989,,,m,3544
NG,1990,,,m,3544
NG,1991,,,m,3544
NG,1992,,,m,3544
NG,1993,1723.0,,m,3544
NG,1994,,,m,3544
NG,1995,9476.0,937.0,m,3544
NG,1996,10662.0,1791.0,m,3544
NG,1997,11235.0,1177.0,m,3544
NG,1998,13161.0,1282.0,m,3544
NG,1999,15903.0,,m,3544
NG,2000,17423.0,1836.0,m,3544
NG,2001,23410.0,2076.0,m,3544
NG,2002,21936.0,2283.0,m,3544
NG,2003,28173.0,3590.0,m,3544
NG,2004,33755.0,4262.0,m,3544
NG,2005,35048.0,4544.0,m,3544
NG,2006,39903.0,5517.0,m,3544
NG,2007,44016.0,5776.0,m,3544
NG,2008,46026.0,6210.0,m,3544
NI,1980,,,m,3544
NI,1981,,,m,3544
NI,1982,,,m,3544
NI,1983,,,m,3544
NI,1984,,,m,3544
NI,1985,,,m,3544
NI,1986,,,m,3544
NI,1987,,,m,3544
NI,1988,,,m,3544
NI,1989,,,m,3544
NI,1990,,,m,3544
NI,1991,,,m,3544
NI,1992,,,m,3544
NI,1993,1714.0,,m,3544
NI,1994,1615.0,,m,3544
NI,1995,1568.0,175.0,m,3544
NI,1996,1722.0,191.0,m,3544
NI,1997,1670.0,163.0,m,3544
NI,1998,1648.0,155.0,m,3544
NI,1999,1564.0,167.0,m,3544
NI,2000,1471.0,147.0,m,3544
NI,2001,1510.0,139.0,m,3544
NI,2002,1320.0,140.0,m,3544
NI,2003,1404.0,135.0,m,3544
NI,2004,1327.0,105.0,m,3544
NI,2005,1253.0,116.0,m,3544
NI,2006,1285.0,129.0,m,3544
NI,2007,1453.0,144.0,m,3544
NI,2008,1394.0,130.0,m,3544
NL,1980,,,m,3544
NL,1981,,,m,3544
NL,1982,,,m,3544
NL,1983,,,m,3544
NL,1984,,,m,3544
NL,1985,,,m,3544
NL,1986,,,m,3544
NL,1987,,,m,3544
NL,1988,,,m,3544
NL,1989,,,m,3544
NL,1990,,,m,3544
NL,1991,,,m,3544
NL,1992,,,m,3544
NL,1993,1063.0,,m,3544
NL,1994,,,m,3544
NL,1995,575.0,75.0,m,3544
NL,1996,358.0,46.0,m,3544
NL,1997,312.0,47.0,m,3544
NL,1998,254.0,41.0,m,3544
NL,1999,308.0,32.0,m,3544
NL,2000,289.0,41.0,m,3544
NL,2001,307.0,33.0,m,3544
NL,2002,330.0,39.0,m,3544
NL,2003,282.0,38.0,m,3544
NL,2004,360.0,37.0,m,3544
NL,2005,237.0,23.0,m,3544
NL,2006,203.0,31.0,m,3544
NL,2007,187.0,28.0,m,3544
NL,2008,189.0,26.0,m,3544
NO,1980,,,m,3544
NO,1981,,,m,3544
NO,1982,,,m,3544
NO,1983,,,m,3544
NO,1984,,,m,3544
NO,1985,,,m,3544
NO,1986,,,m,3544
NO,1987,,,m,3544
NO,1988,,,m,3544
NO,1989,,,m,3544
NO,1990,,,m,3544
NO,1991,,,m,3544
NO,1992,,,m,3544
NO,1993,,,m,3544
NO,1994,86.0,,m,3544
NO,1995,62.0,6.0,m,3544
NO,1996,103.0,14.0,m,3544
NO,1997,100.0,7.0,m,3544
NO,1998,49.0,3.0,m,3544
NO,1999,21.0,3.0,m,3544
NO,2000,37.0,3.0,m,3544
NO,2001,59.0,8.0,m,3544
NO,2002,31.0,4.0,m,3544
NO,2003,52.0,4.0,m,3544
NO,2004,50.0,6.0,m,3544
NO,2005,48.0,6.0,m,3544
NO,2006,46.0,5.0,m,3544
NO,2007,38.0,2.0,m,3544
NO,2008,53.0,7.0,m,3544
NP,1980,,,m,3544
NP,1981,,,m,3544
NP,1982,,,m,3544
NP,1983,,,m,3544
NP,1984,,,m,3544
NP,1985,,,m,3544
NP,1986,,,m,3544
NP,1987,,,m,3544
NP,1988,,,m,3544
NP,1989,,,m,3544
NP,1990,,,m,3544
NP,1991,,,m,3544
NP,1993,6679.0,,m,3544
NP,1994,10442.0,,m,3544
NP,1995,8591.0,,m,3544
NP,1996,10365.0,1221.0,m,3544
NP,1997,11323.0,,m,3544
NP,1998,11306.0,1500.0,m,3544
NP,1999,13410.0,1703.0,m,3544
NP,2000,13683.0,1713.0,m,3544
NP,2001,13683.0,1743.0,m,3544
NP,2002,13714.0,1686.0,m,3544
NP,2003,14348.0,1619.0,m,3544
NP,2004,14614.0,1652.0,m,3544
NP,2005,14617.0,1722.0,m,3544
NP,2006,14028.0,1640.0,m,3544
NP,2007,14355.0,1636.0,m,3544
NP,2008,14640.0,1558.0,m,3544
NR,1980,,,m,3544
NR,1981,,,m,3544
NR,1982,,,m,3544
NR,1983,,,m,3544
NR,1984,,,m,3544
NR,1985,,,m,3544
NR,1986,,,m,3544
NR,1987,,,m,3544
NR,1988,,,m,3544
NR,1989,,,m,3544
NR,1990,,,m,3544
NR,1994,2.0,,m,3544
NR,1998,,,m,3544
NR,1999,2.0,0.0,m,3544
NR,2000,4.0,,m,3544
NR,2001,2.0,1.0,m,3544
NR,2002,2.0,,m,3544
NR,2003,1.0,0.0,m,3544
NR,2004,,,m,3544
NR,2005,0.0,,m,3544
NR,2006,2.0,0.0,m,3544
NR,2007,3.0,1.0,m,3544
NR,2008,2.0,0.0,m,3544
NU,1980,,,m,3544
NU,1981,,,m,3544
NU,1982,,,m,3544
NU,1983,,,m,3544
NU,1984,,,m,3544
NU,1985,,,m,3544
NU,1986,,,m,3544
NU,1987,,,m,3544
NU,1988,,,m,3544
NU,1990,,,m,3544
NU,1992,,,m,3544
NU,1993,0.0,,m,3544
NU,1994,0.0,,m,3544
NU,1995,0.0,,m,3544
NU,1996,1.0,,m,3544
NU,1997,0.0,,m,3544
NU,1998,0.0,,m,3544
NU,1999,1.0,,m,3544
NU,2000,0.0,,m,3544
NU,2001,0.0,,m,3544
NU,2002,1.0,,m,3544
NU,2003,0.0,,m,3544
NU,2004,0.0,0.0,m,3544
NU,2005,0.0,0.0,m,3544
NU,2006,0.0,0.0,m,3544
NU,2007,0.0,0.0,m,3544
